Activity Type,Date,Time_Of_Day,Country,State,Environment,Title,Distance (Km),Calories,Duration,Avg HR
Cycling,10/31/2013,4:58:24 PM,USA,Texas,Outdoor,Untitled,26.58,919,0:59:43,163
Cycling,10/26/2013,11:00:10 AM,USA,Texas,Outdoor,Untitled,6.85,310,0:19:42,159
Cycling,10/26/2013,8:04:16 AM,USA,Texas,Outdoor,Untitled,63.02,"1,985",2:18:48,160
Cycling,10/26/2013,7:09:07 AM,USA,Texas,Outdoor,Untitled,8.94,432,0:53:38,126
Cycling,10/20/2013,7:35:31 AM,USA,Texas,Outdoor,Untitled,124.99,"4,435",6:02:37,154
Cycling,10/12/2013,7:59:26 AM,USA,Texas,Outdoor,Untitled,54.11,"1,330",2:08:16,138
Cycling,10/10/2013,5:06:27 PM,USA,Texas,Outdoor,Untitled,26.35,821,0:57:50,152
Cycling,10/5/2013,8:00:45 AM,USA,Texas,Outdoor,Wish100 2013 - Mckinney,101.15,"2,726",3:29:35,157
Cycling,10/3/2013,5:45:02 PM,USA,Texas,Outdoor,Untitled,26.63,839,1:00:12,151
Cycling,10/1/2013,6:58:37 PM,USA,Texas,Outdoor,Untitled,30.18,917,1:25:24,141
Cycling,9/29/2013,10:39:17 AM,USA,Texas,Outdoor,Untitled,64.51,"1,631",2:42:18,138
Cycling,9/28/2013,8:53:03 AM,USA,Texas,Outdoor,Untitled,64.78,"1,851",2:23:12,153
Cycling,9/28/2013,7:35:33 AM,USA,Texas,Outdoor,Untitled,18.77,501,0:43:42,138
Cycling,9/26/2013,6:18:58 PM,USA,Texas,Outdoor,Untitled,4.76,160,0:12:58,140
Cycling,9/26/2013,4:48:31 PM,USA,Texas,Outdoor,Untitled,33.41,"1,008",1:18:29,151
Cycling,9/24/2013,6:26:02 PM,USA,Texas,Outdoor,Windheaven Int. Training,32.15,980,1:30:39,143
Cycling,9/21/2013,7:40:23 AM,USA,Texas,Outdoor,Untitled,82.24,"2,372",3:14:34,148
Cycling,9/17/2013,4:51:18 PM,USA,Texas,Outdoor,Easy Cardio Flat Ride,26.91,766,1:00:46,145
Cycling,9/14/2013,7:31:28 AM,USA,Texas,Outdoor,Untitled,66.7,"1,956",2:30:50,154
Cycling,9/10/2013,6:25:36 PM,USA,Texas,Outdoor,Untitled,28.48,716,1:17:45,130
Cycling,9/8/2013,7:14:36 AM,USA,Texas,Outdoor,Untitled,64.53,"1,699",2:31:43,142
Cycling,9/7/2013,7:35:17 AM,USA,Texas,Outdoor,Untitled,68.49,"2,160",2:29:13,158
Cycling,9/5/2013,6:48:08 PM,USA,Texas,Outdoor,Untitled,26.8,823,1:04:46,144
Cycling,9/2/2013,5:54:04 PM,USA,Texas,Outdoor,Untitled,36.21,914,1:35:26,131
Cycling,8/25/2013,7:15:06 PM,USA,Texas,Outdoor,Untitled,18.58,573,0:41:03,149
Cycling,8/17/2013,9:27:45 AM,USA,Texas,Outdoor,Untitled,1.16,25,03:09.2,114
Cycling,8/15/2013,6:15:47 PM,USA,Texas,Outdoor,Untitled,26.85,633,1:14:27,126
Cycling,8/10/2013,5:59:30 AM,USA,Texas,Outdoor,Untitled,107.17,"3,574",4:25:07,154
Cycling,8/3/2013,6:30:29 AM,USA,Texas,Outdoor,Untitled,93.23,"2,474",4:07:25,136
Cycling,8/1/2013,7:26:17 PM,USA,Texas,Outdoor,"Easy Ride, Zero Challenge",26.91,827,1:05:29,149
Cycling,8/10/2013,,USA,Texas,Outdoor,Mckinney to White Rock Lake,105.808,--,4:22:35,--
Cycling,7/28/2013,,USA,Texas,Outdoor,"07/28/2013 Frisco, TX",65.872,--,2:39:12,--
Cycling,6/30/2013,,Italy,Bolzano,Outdoor,"06/30/2013 Bolzano, Italy, Trentino-Alto Adige/South Tyrol, Italy",60.08,--,5:02:23,--
Cycling,6/29/2013,,Italy,Bolzano,Outdoor,"06/29/2013 Bolzano, Italy, Trentino-Alto Adige/South Tyrol, Italy",7.824,--,0:33:29,--
Cycling,6/27/2013,,Italy,Belluno,Outdoor,"06/27/2013 Belluno, Italy, Veneto, Italy",13.008,--,1:07:38,--
Cycling,6/27/2013,,Italy,Calfosch,Outdoor,"06/27/2013 Calfosch, Trentino-Alto Adige/South Tyrol, Italy",32.432,--,2:49:37,--
Cycling,6/25/2013,,Italy,Trentino,Outdoor,"06/25/2013 Trentino, Italy, Trentino-Alto Adige/South Tyrol, Italy",2.672,--,4:45:00,--
Cycling,6/25/2013,,Italy,Toscolano,Outdoor,"06/25/2013 Toscolano Maderno, Lombardy, Italy",14.24,--,0:49:29,--
Cycling,6/25/2013,,Italy,Verona,Outdoor,"06/25/2013 Verona, Italy, Veneto, Italy",15.936,--,33:32:00,--
Cycling,6/15/2013,,Italy,Verona,Outdoor,"06/15/2013 Italy, TX",87.008,--,3:28:19,--
Cycling,6/5/2013,,USA,Texas,Outdoor,Evening Ride,33.456,--,1:28:47,--
Cycling,6/2/2013,,USA,Texas,Outdoor,Morning Ride,74.592,--,3:14:31,--
Cycling,6/2/2013,,USA,Texas,Outdoor,"06/02/2013 Frisco, TX",74.16,--,3:14:06,--
Cycling,6/1/2013,,USA,Texas,Outdoor,"06/01/2013 Frisco, TX",47.68,--,2:18:29,--
Cycling,6/1/2013,,USA,Texas,Outdoor,Morning Ride,48.304,--,2:19:15,--
Cycling,5/27/2013,,USA,Texas,Outdoor,"05/27/2013 Frisco, TX",23.824,--,1:01:47,--
Cycling,5/27/2013,,USA,Texas,Outdoor,"05/27/2013 Frisco, TX",23.728,--,1:02:55,--
Cycling,5/13/2013,,USA,Texas,Outdoor,"05/13/2013 Frisco, TX",20.32,--,1:12:04,--
Cycling,5/12/2013,,USA,Texas,Outdoor,"05/12/2013 Frisco, TX",34.064,--,1:34:16,--
Cycling,5/5/2013,,USA,Texas,Outdoor,"05/05/2013 Justin, TX",67.008,--,3:03:33,--
Cycling,5/4/2013,,USA,Texas,Outdoor,"05/04/2013 Frisco, TX",130.992,--,5:08:45,--
Cycling,4/28/2013,,USA,Texas,Outdoor,"04/28/2013 Frisco, TX",43.168,--,1:50:20,--
Cycling,4/27/2013,,USA,Texas,Outdoor,"04/27/2013 Frisco, TX",26.528,--,1:13:16,--
Cycling,2/2/2013,,USA,Texas,Outdoor,"02/02/2013 Allen, TX",66.496,--,3:00:39,--
Cycling,8/29/2012,,USA,Texas,Outdoor,"08/29/2012 Frisco, TX",24.56,--,1:00:29,--
Cycling,8/28/2012,,USA,Texas,Outdoor,"08/28/2012 Frisco, TX",26.64,--,1:06:06,--
Cycling,8/2/2012,,USA,Texas,Outdoor,"08/02/2012 Frisco, TX",25.648,--,1:07:58,--
Cycling,7/31/2012,,USA,Texas,Outdoor,"07/31/2012 Frisco, TX",26.272,--,1:14:52,--
Cycling,7/30/2012,,USA,Texas,Outdoor,"07/30/2012 Frisco, TX",26.144,--,1:10:58,--
Cycling,7/28/2012,,USA,Texas,Outdoor,"07/28/2012 Plano, TX",73.504,--,3:28:01,--
Cycling,7/24/2012,,USA,Texas,Outdoor,"07/24/2012 Frisco, TX",30.88,--,1:27:10,--
Cycling,5/28/2012,,USA,Texas,Outdoor,"05/28/2012 Plano, TX ?",21.184,--,0:44:33,--
Cycling,5/19/2012,,USA,Texas,Outdoor,"05/19/2012 Frisco, TX",26.544,--,1:08:52,--
Cycling,5/15/2012,,USA,Texas,Outdoor,"05/15/2012 Frisco, TX",29.504,--,1:25:07,--
Cycling,4/22/2012,,USA,Texas,Outdoor,"04/22/2012 Frisco, TX",64.064,--,2:46:55,--
Cycling,4/7/2012,,USA,Texas,Outdoor,"04/07/2012 Frisco, TX",47.6,--,2:03:57,--
Cycling,3/28/2012,,USA,Texas,Outdoor,"03/28/2012 Frisco, TX",27.664,--,1:25:20,--
Cycling,2/25/2012,,Brazil,Sao_Paulo,Outdoor,"02/25/2012 Potim, SP, Brazil",25.504,--,1:19:23,--
Cycling,10/23/2011,,USA,Texas,Outdoor,"10/23/2011 Plano, TX",57.776,--,2:50:14,--
Cycling,10/21/2011,,USA,Texas,Outdoor,"10/21/2011 Frisco, TX",13.776,--,0:33:53,--
Cycling,10/1/2011,,USA,Texas,Outdoor,"10/01/2011 Plano, TX",74.848,--,2:44:17,--
Cycling,9/24/2011,,USA,Florida,Outdoor,"09/24/2011 Altamonte Springs, FL",61.296,--,2:32:57,--
Cycling,9/17/2011,,USA,Florida,Outdoor,"09/17/2011 Maitland, FL",63.728,--,2:44:51,--
Cycling,9/11/2011,,USA,Florida,Outdoor,"09/11/2011 Maitland, FL",45.824,--,1:35:25,--
Cycling,9/10/2011,,USA,Florida,Outdoor,"09/10/2011 Altamonte Springs, FL",32.448,--,1:22:16,--
Cycling,8/9/2011,,USA,Texas,Outdoor,"08/09/2011 Plano, TX",32.736,--,1:28:49,--
Cycling,8/1/2011,,USA,Texas,Outdoor,"08/01/2011 Plano, TX",16.672,--,0:36:13,--
Cycling,7/20/2011,,USA,Texas,Outdoor,"07/20/2011 Plano, TX",35.2,--,1:19:02,--
Cycling,7/19/2011,,USA,Texas,Outdoor,"07/19/2011 Plano, TX",32.56,--,1:09:43,--
Cycling,7/14/2011,,USA,Texas,Outdoor,"07/14/2011 Plano, TX",33.36,--,1:16:57,--
Cycling,7/11/2011,,USA,Texas,Outdoor,"07/11/2011 Plano, TX",32.64,--,1:22:48,--
Cycling,7/8/2011,,USA,Texas,Outdoor,"07/08/2011 Plano, TX",31.648,--,1:16:12,--
Cycling,7/7/2011,,USA,Texas,Outdoor,"07/07/2011 Plano, TX",31.552,--,1:18:58,--
Cycling,7/1/2011,,USA,Texas,Outdoor,"07/01/2011 Plano, TX",33.376,--,1:27:47,--
Cycling,6/29/2011,,USA,Texas,Outdoor,"06/29/2011 Plano, TX",32.64,--,1:31:31,--
Cycling,6/25/2011,,USA,Texas,Outdoor,"06/25/2011 Dallas, TX",39.84,--,1:43:05,--
Cycling,6/21/2011,,USA,Texas,Outdoor,"06/21/2011 Plano, TX",28.24,--,1:12:42,--
Cycling,6/6/2011,,USA,Texas,Outdoor,"06/06/2011 Plano, TX",35.408,--,1:40:30,--
Cycling,6/5/2011,,USA,Texas,Outdoor,"06/05/2011 Plano, TX",43.232,--,1:35:47,--
Cycling,5/31/2011,,USA,Texas,Outdoor,"05/31/2011 Plano, TX",21.552,--,0:55:18,--
